macro_domain,subdomain,micro_domain,audience_hint,problem_hint,format_hint,risk_level,priority,language,country,notes
veranstaltungen,veranstaltungen_v2_sub_1,Veranstaltungen arbeitsbuch für Erwachsene,erwachsene,keine vorkenntnisse nötig,arbeitsbuch,low,62,de,DE,auto v2 #1206
veranstaltungen,veranstaltungen_v2_sub_2,Veranstaltungen ratgeber für Familien,familien,keine vorkenntnisse nötig,ratgeber,low,63,de,DE,auto v2 #1207
veranstaltungen,veranstaltungen_v2_sub_3,Veranstaltungen checkliste für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,checkliste,low,64,de,DE,auto v2 #1208
veranstaltungen,veranstaltungen_v2_sub_4,Veranstaltungen planer für Studenten,studenten,keine vorkenntnisse nötig,planer,low,65,de,DE,auto v2 #1209
veranstaltungen,veranstaltungen_v2_sub_5,Veranstaltungen tagebuch für Senioren,senioren,keine vorkenntnisse nötig,tagebuch,low,66,de,DE,auto v2 #1210
veranstaltungen,veranstaltungen_v2_sub_6,Veranstaltungen workbook für Eltern,eltern,keine vorkenntnisse nötig,workbook,low,62,de,DE,auto v2 #1211
veranstaltungen,veranstaltungen_v2_sub_7,Veranstaltungen leitfaden für Kleinunternehmer,kleinunternehmer,keine vorkenntnisse nötig,leitfaden,low,63,de,DE,auto v2 #1212
veranstaltungen,veranstaltungen_v2_sub_8,Veranstaltungen vorlagenbuch für Jugendliche,jugendliche,keine vorkenntnisse nötig,vorlagenbuch,low,64,de,DE,auto v2 #1213
veranstaltungen,veranstaltungen_v2_sub_9,Veranstaltungen praxisbuch für Anfaenger,anfaenger,keine vorkenntnisse nötig,praxisbuch,low,65,de,DE,auto v2 #1214
veranstaltungen,veranstaltungen_v2_sub_10,Veranstaltungen arbeitsbuch für Einsteiger,einsteiger,keine vorkenntnisse nötig,arbeitsbuch,low,66,de,DE,auto v2 #1215
vereine,vereine_v2_sub_1,Vereine arbeitsbuch für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,arbeitsbuch,low,59,de,DE,auto v2 #1216
vereine,vereine_v2_sub_1,Vereine ratgeber für Studenten,studenten,mit vielen beispielen,ratgeber,low,60,de,DE,auto v2 #1217
vereine,vereine_v2_sub_1,Vereine checkliste für Senioren,senioren,schritt für schritt erklärt,checkliste,low,61,de,DE,auto v2 #1218
vereine,vereine_v2_sub_1,Vereine planer für Eltern,eltern,praktisch umsetzen,planer,low,62,de,DE,auto v2 #1219
vereine,vereine_v2_sub_1,Vereine tagebuch für Kleinunternehmer,kleinunternehmer,einfach und verständlich,tagebuch,low,63,de,DE,auto v2 #1220
vereine,vereine_v2_sub_1,Vereine workbook für Jugendliche,jugendliche,mit übungen und checklisten,workbook,low,59,de,DE,auto v2 #1221
vereine,vereine_v2_sub_1,Vereine leitfaden für Anfaenger,anfaenger,für den alltag optimiert,leitfaden,low,60,de,DE,auto v2 #1222
vereine,vereine_v2_sub_1,Vereine vorlagenbuch für Einsteiger,einsteiger,schnell und effektiv umsetzen,vorlagenbuch,low,61,de,DE,auto v2 #1223
vereine,vereine_v2_sub_1,Vereine praxisbuch für Erwachsene,erwachsene,keine vorkenntnisse nötig,praxisbuch,low,62,de,DE,auto v2 #1224
vereine,vereine_v2_sub_1,Vereine arbeitsbuch für Familien,familien,mit vielen beispielen,arbeitsbuch,low,63,de,DE,auto v2 #1225
vereine,vereine_v2_sub_2,Vereine ratgeber für Berufstaetige,berufstaetige,mit vielen beispielen,ratgeber,low,64,de,DE,auto v2 #1226
vereine,vereine_v2_sub_3,Vereine checkliste für Studenten,studenten,mit vielen beispielen,checkliste,low,65,de,DE,auto v2 #1227
vereine,vereine_v2_sub_4,Vereine planer für Senioren,senioren,mit vielen beispielen,planer,low,66,de,DE,auto v2 #1228
vereine,vereine_v2_sub_5,Vereine tagebuch für Eltern,eltern,mit vielen beispielen,tagebuch,low,67,de,DE,auto v2 #1229
vereine,vereine_v2_sub_6,Vereine workbook für Kleinunternehmer,kleinunternehmer,mit vielen beispielen,workbook,low,63,de,DE,auto v2 #1230
vereine,vereine_v2_sub_7,Vereine leitfaden für Jugendliche,jugendliche,mit vielen beispielen,leitfaden,low,64,de,DE,auto v2 #1231
vereine,vereine_v2_sub_8,Vereine vorlagenbuch für Anfaenger,anfaenger,mit vielen beispielen,vorlagenbuch,low,65,de,DE,auto v2 #1232
vereine,vereine_v2_sub_9,Vereine praxisbuch für Einsteiger,einsteiger,mit vielen beispielen,praxisbuch,low,66,de,DE,auto v2 #1233
vereine,vereine_v2_sub_10,Vereine arbeitsbuch für Erwachsene,erwachsene,mit vielen beispielen,arbeitsbuch,low,67,de,DE,auto v2 #1234
versicherung,versicherung_v2_sub_1,Versicherung arbeitsbuch für Studenten,studenten,mit vielen beispielen,arbeitsbuch,low,60,de,DE,auto v2 #1235
versicherung,versicherung_v2_sub_1,Versicherung ratgeber für Senioren,senioren,schritt für schritt erklärt,ratgeber,low,61,de,DE,auto v2 #1236
versicherung,versicherung_v2_sub_1,Versicherung checkliste für Eltern,eltern,praktisch umsetzen,checkliste,low,62,de,DE,auto v2 #1237
versicherung,versicherung_v2_sub_1,Versicherung planer für Kleinunternehmer,kleinunternehmer,einfach und verständlich,planer,low,63,de,DE,auto v2 #1238
versicherung,versicherung_v2_sub_1,Versicherung tagebuch für Jugendliche,jugendliche,mit übungen und checklisten,tagebuch,low,64,de,DE,auto v2 #1239
versicherung,versicherung_v2_sub_1,Versicherung workbook für Anfaenger,anfaenger,für den alltag optimiert,workbook,low,60,de,DE,auto v2 #1240
versicherung,versicherung_v2_sub_1,Versicherung leitfaden für Einsteiger,einsteiger,schnell und effektiv umsetzen,leitfaden,low,61,de,DE,auto v2 #1241
versicherung,versicherung_v2_sub_1,Versicherung vorlagenbuch für Erwachsene,erwachsene,keine vorkenntnisse nötig,vorlagenbuch,low,62,de,DE,auto v2 #1242
versicherung,versicherung_v2_sub_1,Versicherung praxisbuch für Familien,familien,mit vielen beispielen,praxisbuch,low,63,de,DE,auto v2 #1243
versicherung,versicherung_v2_sub_1,Versicherung arbeitsbuch für Berufstaetige,berufstaetige,schritt für schritt erklärt,arbeitsbuch,low,64,de,DE,auto v2 #1244
versicherung,versicherung_v2_sub_2,Versicherung ratgeber für Studenten,studenten,schritt für schritt erklärt,ratgeber,low,65,de,DE,auto v2 #1245
versicherung,versicherung_v2_sub_3,Versicherung checkliste für Senioren,senioren,schritt für schritt erklärt,checkliste,low,66,de,DE,auto v2 #1246
versicherung,versicherung_v2_sub_4,Versicherung planer für Eltern,eltern,schritt für schritt erklärt,planer,low,67,de,DE,auto v2 #1247
versicherung,versicherung_v2_sub_5,Versicherung tagebuch für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,tagebuch,low,68,de,DE,auto v2 #1248
versicherung,versicherung_v2_sub_6,Versicherung workbook für Jugendliche,jugendliche,schritt für schritt erklärt,workbook,low,64,de,DE,auto v2 #1249
versicherung,versicherung_v2_sub_7,Versicherung leitfaden für Anfaenger,anfaenger,schritt für schritt erklärt,leitfaden,low,65,de,DE,auto v2 #1250
versicherung,versicherung_v2_sub_8,Versicherung vorlagenbuch für Einsteiger,einsteiger,schritt für schritt erklärt,vorlagenbuch,low,66,de,DE,auto v2 #1251
versicherung,versicherung_v2_sub_9,Versicherung praxisbuch für Erwachsene,erwachsene,schritt für schritt erklärt,praxisbuch,low,67,de,DE,auto v2 #1252
versicherung,versicherung_v2_sub_10,Versicherung arbeitsbuch für Familien,familien,schritt für schritt erklärt,arbeitsbuch,low,68,de,DE,auto v2 #1253
zeichnen,zeichnen_v2_sub_1,Zeichnen arbeitsbuch für Senioren,senioren,schritt für schritt erklärt,arbeitsbuch,low,61,de,DE,auto v2 #1254
zeichnen,zeichnen_v2_sub_1,Zeichnen ratgeber für Eltern,eltern,praktisch umsetzen,ratgeber,low,62,de,DE,auto v2 #1255
zeichnen,zeichnen_v2_sub_1,Zeichnen checkliste für Kleinunternehmer,kleinunternehmer,einfach und verständlich,checkliste,low,63,de,DE,auto v2 #1256
zeichnen,zeichnen_v2_sub_1,Zeichnen planer für Jugendliche,jugendliche,mit übungen und checklisten,planer,low,64,de,DE,auto v2 #1257
zeichnen,zeichnen_v2_sub_1,Zeichnen tagebuch für Anfaenger,anfaenger,für den alltag optimiert,tagebuch,low,65,de,DE,auto v2 #1258
zeichnen,zeichnen_v2_sub_1,Zeichnen workbook für Einsteiger,einsteiger,schnell und effektiv umsetzen,workbook,low,61,de,DE,auto v2 #1259
zeichnen,zeichnen_v2_sub_1,Zeichnen leitfaden für Erwachsene,erwachsene,keine vorkenntnisse nötig,leitfaden,low,62,de,DE,auto v2 #1260
zeichnen,zeichnen_v2_sub_1,Zeichnen vorlagenbuch für Familien,familien,mit vielen beispielen,vorlagenbuch,low,63,de,DE,auto v2 #1261
zeichnen,zeichnen_v2_sub_1,Zeichnen praxisbuch für Berufstaetige,berufstaetige,schritt für schritt erklärt,praxisbuch,low,64,de,DE,auto v2 #1262
zeichnen,zeichnen_v2_sub_1,Zeichnen arbeitsbuch für Studenten,studenten,praktisch umsetzen,arbeitsbuch,low,65,de,DE,auto v2 #1263
zeichnen,zeichnen_v2_sub_2,Zeichnen ratgeber für Senioren,senioren,praktisch umsetzen,ratgeber,low,66,de,DE,auto v2 #1264
zeichnen,zeichnen_v2_sub_3,Zeichnen checkliste für Eltern,eltern,praktisch umsetzen,checkliste,low,67,de,DE,auto v2 #1265
zeichnen,zeichnen_v2_sub_4,Zeichnen planer für Kleinunternehmer,kleinunternehmer,praktisch umsetzen,planer,low,68,de,DE,auto v2 #1266
zeichnen,zeichnen_v2_sub_5,Zeichnen tagebuch für Jugendliche,jugendliche,praktisch umsetzen,tagebuch,low,69,de,DE,auto v2 #1267
zeichnen,zeichnen_v2_sub_6,Zeichnen workbook für Anfaenger,anfaenger,praktisch umsetzen,workbook,low,65,de,DE,auto v2 #1268
zeichnen,zeichnen_v2_sub_7,Zeichnen leitfaden für Einsteiger,einsteiger,praktisch umsetzen,leitfaden,low,66,de,DE,auto v2 #1269
zeichnen,zeichnen_v2_sub_8,Zeichnen vorlagenbuch für Erwachsene,erwachsene,praktisch umsetzen,vorlagenbuch,low,67,de,DE,auto v2 #1270
zeichnen,zeichnen_v2_sub_9,Zeichnen praxisbuch für Familien,familien,praktisch umsetzen,praxisbuch,low,68,de,DE,auto v2 #1271
zeichnen,zeichnen_v2_sub_10,Zeichnen arbeitsbuch für Berufstaetige,berufstaetige,praktisch umsetzen,arbeitsbuch,low,69,de,DE,auto v2 #1272
zeitmanagement,zeitmanagement_v2_sub_1,Zeitmanagement arbeitsbuch für Eltern,eltern,praktisch umsetzen,arbeitsbuch,low,62,de,DE,auto v2 #1273
zeitmanagement,zeitmanagement_v2_sub_1,Zeitmanagement ratgeber für Kleinunternehmer,kleinunternehmer,einfach und verständlich,ratgeber,low,63,de,DE,auto v2 #1274
zeitmanagement,zeitmanagement_v2_sub_1,Zeitmanagement checkliste für Jugendliche,jugendliche,mit übungen und checklisten,checkliste,low,64,de,DE,auto v2 #1275
zeitmanagement,zeitmanagement_v2_sub_1,Zeitmanagement planer für Anfaenger,anfaenger,für den alltag optimiert,planer,low,65,de,DE,auto v2 #1276
zeitmanagement,zeitmanagement_v2_sub_1,Zeitmanagement tagebuch für Einsteiger,einsteiger,schnell und effektiv umsetzen,tagebuch,low,66,de,DE,auto v2 #1277
zeitmanagement,zeitmanagement_v2_sub_1,Zeitmanagement workbook für Erwachsene,erwachsene,keine vorkenntnisse nötig,workbook,low,62,de,DE,auto v2 #1278
zeitmanagement,zeitmanagement_v2_sub_1,Zeitmanagement leitfaden für Familien,familien,mit vielen beispielen,leitfaden,low,63,de,DE,auto v2 #1279
zeitmanagement,zeitmanagement_v2_sub_1,Zeitmanagement vorlagenbuch für Berufstaetige,berufstaetige,schritt für schritt erklärt,vorlagenbuch,low,64,de,DE,auto v2 #1280
zeitmanagement,zeitmanagement_v2_sub_1,Zeitmanagement praxisbuch für Studenten,studenten,praktisch umsetzen,praxisbuch,low,65,de,DE,auto v2 #1281
zeitmanagement,zeitmanagement_v2_sub_1,Zeitmanagement arbeitsbuch für Senioren,senioren,einfach und verständlich,arbeitsbuch,low,66,de,DE,auto v2 #1282
zeitmanagement,zeitmanagement_v2_sub_2,Zeitmanagement ratgeber für Eltern,eltern,einfach und verständlich,ratgeber,low,67,de,DE,auto v2 #1283
zeitmanagement,zeitmanagement_v2_sub_3,Zeitmanagement checkliste für Kleinunternehmer,kleinunternehmer,einfach und verständlich,checkliste,low,68,de,DE,auto v2 #1284
zeitmanagement,zeitmanagement_v2_sub_4,Zeitmanagement planer für Jugendliche,jugendliche,einfach und verständlich,planer,low,69,de,DE,auto v2 #1285
zeitmanagement,zeitmanagement_v2_sub_5,Zeitmanagement tagebuch für Anfaenger,anfaenger,einfach und verständlich,tagebuch,low,70,de,DE,auto v2 #1286
zeitmanagement,zeitmanagement_v2_sub_6,Zeitmanagement workbook für Einsteiger,einsteiger,einfach und verständlich,workbook,low,66,de,DE,auto v2 #1287
zeitmanagement,zeitmanagement_v2_sub_7,Zeitmanagement leitfaden für Erwachsene,erwachsene,einfach und verständlich,leitfaden,low,67,de,DE,auto v2 #1288
zeitmanagement,zeitmanagement_v2_sub_8,Zeitmanagement vorlagenbuch für Familien,familien,einfach und verständlich,vorlagenbuch,low,68,de,DE,auto v2 #1289
zeitmanagement,zeitmanagement_v2_sub_9,Zeitmanagement praxisbuch für Berufstaetige,berufstaetige,einfach und verständlich,praxisbuch,low,69,de,DE,auto v2 #1290
zeitmanagement,zeitmanagement_v2_sub_10,Zeitmanagement arbeitsbuch für Studenten,studenten,einfach und verständlich,arbeitsbuch,low,70,de,DE,auto v2 #1291
zielplanung,zielplanung_v2_sub_1,Zielplanung arbeitsbuch für Kleinunternehmer,kleinunternehmer,einfach und verständlich,arbeitsbuch,low,63,de,DE,auto v2 #1292
zielplanung,zielplanung_v2_sub_1,Zielplanung ratgeber für Jugendliche,jugendliche,mit übungen und checklisten,ratgeber,low,64,de,DE,auto v2 #1293
zielplanung,zielplanung_v2_sub_1,Zielplanung checkliste für Anfaenger,anfaenger,für den alltag optimiert,checkliste,low,65,de,DE,auto v2 #1294
zielplanung,zielplanung_v2_sub_1,Zielplanung planer für Einsteiger,einsteiger,schnell und effektiv umsetzen,planer,low,66,de,DE,auto v2 #1295
zielplanung,zielplanung_v2_sub_1,Zielplanung tagebuch für Erwachsene,erwachsene,keine vorkenntnisse nötig,tagebuch,low,67,de,DE,auto v2 #1296
zielplanung,zielplanung_v2_sub_1,Zielplanung workbook für Familien,familien,mit vielen beispielen,workbook,low,63,de,DE,auto v2 #1297
zielplanung,zielplanung_v2_sub_1,Zielplanung leitfaden für Berufstaetige,berufstaetige,schritt für schritt erklärt,leitfaden,low,64,de,DE,auto v2 #1298
zielplanung,zielplanung_v2_sub_1,Zielplanung vorlagenbuch für Studenten,studenten,praktisch umsetzen,vorlagenbuch,low,65,de,DE,auto v2 #1299
zielplanung,zielplanung_v2_sub_1,Zielplanung praxisbuch für Senioren,senioren,einfach und verständlich,praxisbuch,low,66,de,DE,auto v2 #1300
zielplanung,zielplanung_v2_sub_1,Zielplanung arbeitsbuch für Eltern,eltern,mit übungen und checklisten,arbeitsbuch,low,67,de,DE,auto v2 #1301
zielplanung,zielplanung_v2_sub_2,Zielplanung ratgeber für Kleinunternehmer,kleinunternehmer,mit übungen und checklisten,ratgeber,low,68,de,DE,auto v2 #1302
zielplanung,zielplanung_v2_sub_3,Zielplanung checkliste für Jugendliche,jugendliche,mit übungen und checklisten,checkliste,low,69,de,DE,auto v2 #1303
zielplanung,zielplanung_v2_sub_4,Zielplanung planer für Anfaenger,anfaenger,mit übungen und checklisten,planer,low,70,de,DE,auto v2 #1304
zielplanung,zielplanung_v2_sub_5,Zielplanung tagebuch für Einsteiger,einsteiger,mit übungen und checklisten,tagebuch,low,71,de,DE,auto v2 #1305
zielplanung,zielplanung_v2_sub_6,Zielplanung workbook für Erwachsene,erwachsene,mit übungen und checklisten,workbook,low,67,de,DE,auto v2 #1306
zielplanung,zielplanung_v2_sub_7,Zielplanung leitfaden für Familien,familien,mit übungen und checklisten,leitfaden,low,68,de,DE,auto v2 #1307
zielplanung,zielplanung_v2_sub_8,Zielplanung vorlagenbuch für Berufstaetige,berufstaetige,mit übungen und checklisten,vorlagenbuch,low,69,de,DE,auto v2 #1308
zielplanung,zielplanung_v2_sub_9,Zielplanung praxisbuch für Studenten,studenten,mit übungen und checklisten,praxisbuch,low,70,de,DE,auto v2 #1309
zielplanung,zielplanung_v2_sub_10,Zielplanung arbeitsbuch für Senioren,senioren,mit übungen und checklisten,arbeitsbuch,low,71,de,DE,auto v2 #1310
aquaristik,aquaristik_v2_sub_1,Aquaristik arbeitsbuch für Jugendliche,jugendliche,mit übungen und checklisten,arbeitsbuch,low,64,de,DE,auto v2 #1311
aquaristik,aquaristik_v2_sub_1,Aquaristik ratgeber für Anfaenger,anfaenger,für den alltag optimiert,ratgeber,low,65,de,DE,auto v2 #1312
aquaristik,aquaristik_v2_sub_1,Aquaristik checkliste für Einsteiger,einsteiger,schnell und effektiv umsetzen,checkliste,low,66,de,DE,auto v2 #1313
aquaristik,aquaristik_v2_sub_1,Aquaristik planer für Erwachsene,erwachsene,keine vorkenntnisse nötig,planer,low,67,de,DE,auto v2 #1314
aquaristik,aquaristik_v2_sub_1,Aquaristik tagebuch für Familien,familien,mit vielen beispielen,tagebuch,low,68,de,DE,auto v2 #1315
aquaristik,aquaristik_v2_sub_1,Aquaristik workbook für Berufstaetige,berufstaetige,schritt für schritt erklärt,workbook,low,64,de,DE,auto v2 #1316
aquaristik,aquaristik_v2_sub_1,Aquaristik leitfaden für Studenten,studenten,praktisch umsetzen,leitfaden,low,65,de,DE,auto v2 #1317
aquaristik,aquaristik_v2_sub_1,Aquaristik vorlagenbuch für Senioren,senioren,einfach und verständlich,vorlagenbuch,low,66,de,DE,auto v2 #1318
aquaristik,aquaristik_v2_sub_1,Aquaristik praxisbuch für Eltern,eltern,mit übungen und checklisten,praxisbuch,low,67,de,DE,auto v2 #1319
aquaristik,aquaristik_v2_sub_1,Aquaristik arbeitsbuch für Kleinunternehmer,kleinunternehmer,für den alltag optimiert,arbeitsbuch,low,68,de,DE,auto v2 #1320
aquaristik,aquaristik_v2_sub_2,Aquaristik ratgeber für Jugendliche,jugendliche,für den alltag optimiert,ratgeber,low,69,de,DE,auto v2 #1321
aquaristik,aquaristik_v2_sub_3,Aquaristik checkliste für Anfaenger,anfaenger,für den alltag optimiert,checkliste,low,70,de,DE,auto v2 #1322
aquaristik,aquaristik_v2_sub_4,Aquaristik planer für Einsteiger,einsteiger,für den alltag optimiert,planer,low,71,de,DE,auto v2 #1323
aquaristik,aquaristik_v2_sub_5,Aquaristik tagebuch für Erwachsene,erwachsene,für den alltag optimiert,tagebuch,low,72,de,DE,auto v2 #1324
aquaristik,aquaristik_v2_sub_6,Aquaristik workbook für Familien,familien,für den alltag optimiert,workbook,low,68,de,DE,auto v2 #1325
aquaristik,aquaristik_v2_sub_7,Aquaristik leitfaden für Berufstaetige,berufstaetige,für den alltag optimiert,leitfaden,low,69,de,DE,auto v2 #1326
aquaristik,aquaristik_v2_sub_8,Aquaristik vorlagenbuch für Studenten,studenten,für den alltag optimiert,vorlagenbuch,low,70,de,DE,auto v2 #1327
aquaristik,aquaristik_v2_sub_9,Aquaristik praxisbuch für Senioren,senioren,für den alltag optimiert,praxisbuch,low,71,de,DE,auto v2 #1328
aquaristik,aquaristik_v2_sub_10,Aquaristik arbeitsbuch für Eltern,eltern,für den alltag optimiert,arbeitsbuch,low,72,de,DE,auto v2 #1329
barrierefreiheit,barrierefreiheit_v2_sub_1,Barrierefreiheit arbeitsbuch für Anfaenger,anfaenger,für den alltag optimiert,arbeitsbuch,low,50,de,DE,auto v2 #1330
barrierefreiheit,barrierefreiheit_v2_sub_1,Barrierefreiheit ratgeber für Einsteiger,einsteiger,schnell und effektiv umsetzen,ratgeber,low,51,de,DE,auto v2 #1331
barrierefreiheit,barrierefreiheit_v2_sub_1,Barrierefreiheit checkliste für Erwachsene,erwachsene,keine vorkenntnisse nötig,checkliste,low,52,de,DE,auto v2 #1332
barrierefreiheit,barrierefreiheit_v2_sub_1,Barrierefreiheit planer für Familien,familien,mit vielen beispielen,planer,low,53,de,DE,auto v2 #1333
barrierefreiheit,barrierefreiheit_v2_sub_1,Barrierefreiheit tagebuch für Berufstaetige,berufstaetige,schritt für schritt erklärt,tagebuch,low,54,de,DE,auto v2 #1334
barrierefreiheit,barrierefreiheit_v2_sub_1,Barrierefreiheit workbook für Studenten,studenten,praktisch umsetzen,workbook,low,50,de,DE,auto v2 #1335
barrierefreiheit,barrierefreiheit_v2_sub_1,Barrierefreiheit leitfaden für Senioren,senioren,einfach und verständlich,leitfaden,low,51,de,DE,auto v2 #1336
